fid,CMUN,CDENTIDAD,CDNUCLEO,CDTNUCLEO,ETIQUETA,DESCR,BUSCA,POB,Poblacion_Total,avg_dis_B_d,avg_dis_B_t,avg_dis_B_total,avg_dis_H2_d,avg_dis_H2_t,avg_dis_H2_total,avg_dis_H3_d,avg_dis_H3_t,avg_dis_H3_total,avg_dis_J_d,avg_dis_J_t,avg_dis_J_total,avg_dis_M_d,avg_dis_M_t,avg_dis_M_total,avg_dis_d,avg_dis_t,avg_dis_total,avg_dur_B_d,avg_dur_B_t,avg_dur_B_total,avg_dur_H2_d,avg_dur_H2_t,avg_dur_H2_total,avg_dur_H3_d,avg_dur_H3_t,avg_dur_H3_total,avg_dur_J_d,avg_dur_J_t,avg_dur_J_total,avg_dur_M_d,avg_dur_M_t,avg_dur_M_total,avg_dur_d,avg_dur_t,avg_dur_total,dis_B_d_n,dis_B_d_p,dis_B_t_n,dis_B_t_p,dis_H21_d_n,dis_H21_d_p,dis_H21_t_n,dis_H21_t_p,dis_H22_d_n,dis_H22_d_p,dis_H22_t_n,dis_H22_t_p,dis_H23_d_n,dis_H23_d_p,dis_H23_t_n,dis_H23_t_p,dis_H24_d_n,dis_H24_d_p,dis_H24_t_n,dis_H24_t_p,dis_H31_d_n,dis_H31_d_p,dis_H31_t_n,dis_H31_t_p,dis_H32_d_n,dis_H32_d_p,dis_H32_t_n,dis_H32_t_p,dis_H33_d_n,dis_H33_d_p,dis_H33_t_n,dis_H33_t_p,dis_J_d_n,dis_J_d_p,dis_J_t_n,dis_J_t_p,dis_M_d_n,dis_M_d_p,dis_M_t_n,dis_M_t_p,dur_B_d_n,dur_B_d_p,dur_B_t_n,dur_B_t_p,dur_H21_d_n,dur_H21_d_p,dur_H21_t_n,dur_H21_t_p,dur_H22_d_n,dur_H22_d_p,dur_H22_t_n,dur_H22_t_p,dur_H23_d_n,dur_H23_d_p,dur_H23_t_n,dur_H23_t_p,dur_H24_d_n,dur_H24_d_p,dur_H24_t_n,dur_H24_t_p,dur_H31_d_n,dur_H31_d_p,dur_H31_t_n,dur_H31_t_p,dur_H32_d_n,dur_H32_d_p,dur_H32_t_n,dur_H32_t_p,dur_H33_d_n,dur_H33_d_p,dur_H33_t_n,dur_H33_t_p,dur_J_d_n,dur_J_d_p,dur_J_t_n,dur_J_t_p,dur_M_d_n,dur_M_d_p,dur_M_t_n,dur_M_t_p,w_avg_dis_B_d,w_avg_dis_B_t,w_avg_dis_B_total,w_avg_dis_H2_d,w_avg_dis_H2_t,w_avg_dis_H2_total,w_avg_dis_H3_d,w_avg_dis_H3_t,w_avg_dis_H3_total,w_avg_dis_J_d,w_avg_dis_J_t,w_avg_dis_J_total,w_avg_dis_M_d,w_avg_dis_M_t,w_avg_dis_M_total,w_avg_dis_d,w_avg_dis_t,w_avg_dis_total,w_avg_dur_B_d,w_avg_dur_B_t,w_avg_dur_B_total,w_avg_dur_H2_d,w_avg_dur_H2_t,w_avg_dur_H2_total,w_avg_dur_H3_d,w_avg_dur_H3_t,w_avg_dur_H3_total,w_avg_dur_J_d,w_avg_dur_J_t,w_avg_dur_J_total,w_avg_dur_M_d,w_avg_dur_M_t,w_avg_dur_M_total,w_avg_dur_d,w_avg_dur_t,w_avg_dur_total
260,"074","01","01","0740101",Fortuna,Fortuna,Fortuna Núcleo,13961,"13961",7191.75,9247.5,7191.75,10331.75,12032,10331.75,,,,3801.75,4255.5,3801.75,6101.5,7323,6101.5,7551.7,8978,7551.7,1020.75,1411.5,1020.75,1445.125,2127,1445.125,,,,696.25,1018.5,696.25,880.5,1211,880.5,1097.55,1579,1097.55,5136,5136,9235,9260,6416,6416,9954,9954,10847,10847,12114,16106,,,,,,,,,,,,,,,,,,,,,3348,3348,4750,3761,4880,4880,7323,7323,632,628,1387,1436,739,787,1285,1285,745,782,3037,2901,,,,,,,,,,,,,,,,,,,,,374,374,721,1316,538,562,1211,1211,100404021.75,129104347.5,100404021.75,144241561.75,167978752,144241561.75,,,,53076231.75,59411035.5,53076231.75,85183041.5,102236403,85183041.5,105429283.7,125341858,105429283.7,14250690.75,19705951.5,14250690.75,20175390.125,29695047,20175390.125,,,,9720346.25,14219278.5,9720346.25,12292660.5,16906771,12292660.5,15322895.55,22044419,15322895.55
261,"065","09","01","0650901",Adaro,Adaro,Adaro Núcleo,260,"260",10141,11837,10141,17640,20695.5,17640,13543.75,14340,13543.75,7320.25,8383.5,7320.25,5840,5696,5840,11338.125,12548.6666666667,11338.125,2295.5,3680,2295.5,3080.5,4743,3080.5,2447.125,3684,2447.125,1767.5,2922,1767.5,1436.5,2199.5,1436.5,2245.70833333333,3485.41666666667,2245.70833333333,8445,8445,11837,11837,14772,14397,26331,15060,,,,,,,,,,,,,16125,16125,22656,17866,9370,9370,8419,8419,,,,,6257,6257,10399,6368,5984,5984,5696,5696,905,917,3770,3590,1359,1477,5212,4274,,,,,,,,,,,,,1316,1917,5396,4373,727,881,2562,2405,,,,,606,620,3445,2399,661,686,2244,2155,2636660,3077620,2636660,4586400,5380830,4586400,3521375,3728400,3521375,1903265,2179710,1903265,1518400,1480960,1518400,2947912.5,3262653.33333333,2947912.5,596830,956800,596830,800930,1233180,800930,636252.5,957840,636252.5,459550,759720,459550,373490,571870,373490,583884.166666667,906208.333333333,583884.166666667
262,"165","01","01","1650101",Valdilecha,Valdilecha,Valdilecha Núcleo,3163,"3163",18676,23555,18676,43875,45895,43875,47569.5,48924,47569.5,25691.5,26673,25691.5,18139,21612,18139,30790.2,33331.8,30790.2,2640.5,4346,2640.5,4475,6755,4475,4325,6459,4325,2958.75,4704,2958.75,2200.75,3285,2200.75,3320,5109.8,3320,13797,13797,23555,23555,41855,41855,45895,45895,,,,,,,,,,,,,46215,46215,48924,48924,,,,,,,,,24710,24710,26673,26673,14666,14666,21612,21612,943,927,3897,4795,2163,2227,6785,6725,,,,,,,,,,,,,2138,2244,6459,6459,,,,,,,,,1209,1218,4704,4704,1123,1110,3285,3285,59072188,74504465,59072188,138776625,145165885,138776625,150462328.5,154746612,150462328.5,81262214.5,84366699,81262214.5,57373657,68358756,57373657,97389402.6,105428483.4,97389402.6,8351901.5,13746398,8351901.5,14154425,21366065,14154425,13679975,20429817,13679975,9358526.25,14878752,9358526.25,6960972.25,10390455,6960972.25,10501160,16162297.4,10501160
263,"074","02","01","0740201",Leganés,Leganés,Leganés Núcleo,179739,"179739",2034.5,2395,2034.5,2801.5,3218.5,2801.5,,,,3218,2968,3218,331,341,331,2237.3,2428.2,2237.3,521.75,767,521.75,803.25,1244.75,803.25,,,,518,632,518,176.5,299,176.5,564.55,837.5,564.55,1674,1674,1778,3012,849,849,553,553,3920,3920,7659,4109,,,,,,,,,,,,,,,,,,,,,3468,3468,2968,2968,321,321,341,341,281,272,851,683,165,160,449,449,568,554,2584,1497,,,,,,,,,,,,,,,,,,,,,412,396,632,632,51,57,299,299,365678995.5,430474905,365678995.5,503538808.5,578489971.5,503538808.5,,,,578400102,533465352,578400102,59493609,61290999,59493609,402130064.7,436442239.8,402130064.7,93778823.25,137859813,93778823.25,144375351.75,223730120.25,144375351.75,,,,93104802,113595048,93104802,31723933.5,53741961,31723933.5,101471652.45,150531412.5,101471652.45
264,"141","06","01","1410601",Sevilla la Nueva,Sevilla la Nueva,Sevilla la Nueva Núcleo,8108,"8108",7513.5,7583,7513.5,29005.1875,33838.375,29005.1875,,,,23724.75,31483.5,23724.75,7529.5,7600,7529.5,22112.6428571429,26002.8571428571,22112.6428571429,806,1059,806,2446.375,3468.375,2446.375,,,,2711,4579,2711,970,1355,970,2038.92857142857,2980.92857142857,2038.92857142857,7444,7444,7583,7583,19271,19271,20177,20177,27871,27871,58750,38230,20851,20851,24780,24780,28695,28695,30468,53345,,,,,,,,,,,,,15966,15966,25787,37180,7459,7459,7600,7600,569,537,1059,1059,1304,1332,2603,2603,1499,1523,3552,3622,1369,1365,2899,2899,1503,1500,4256,5313,,,,,,,,,,,,,834,852,4651,4507,596,574,1355,1355,60919458,61482964,60919458,235174060.25,274361544.5,235174060.25,,,,192360273,255268218,192360273,61049186,61620800,61049186,179289308.285714,210831165.714286,179289308.285714,6535048,8586372,6535048,19835208.5,28121584.5,19835208.5,,,,21980788,37126532,21980788,7864760,10986340,7864760,16531632.8571429,24169368.8571429,16531632.8571429
265,"141","07","01","1410701",Valdelagua,Valdelagua,Valdelagua Núcleo,43,"43",10789.25,12184.5,10789.25,27809.1875,30973.125,27809.1875,,,,20467,24990,20467,10464.75,11632.5,10464.75,21851.1071428571,24671.3571428571,21851.1071428571,2038.5,3354,2038.5,3548.125,5620.75,3548.125,,,,3386.75,5904,3386.75,1959.25,3181.5,1959.25,3082.42857142857,4988.92857142857,3082.42857142857,9394,9394,13170,11199,21231,21231,25506,27027,27849,27849,25093,37473,20828,20828,30109,29462,28673,28673,35797,37318,,,,,,,,,,,,,15944,15944,17343,32637,9297,9297,12094,11171,733,713,3819,2889,1431,1451,5296,4311,1526,1558,6846,5013,1393,1395,5573,5114,1521,1529,6937,5876,,,,,,,,,,,,,860,879,6148,5660,742,732,3738,2625,463937.75,523933.5,463937.75,1195795.0625,1331844.375,1195795.0625,,,,880081,1074570,880081,449984.25,500197.5,449984.25,939597.607142857,1060868.35714286,939597.607142857,87655.5,144222,87655.5,152569.375,241692.25,152569.375,,,,145630.25,253872,145630.25,84247.75,136804.5,84247.75,132544.428571429,214523.928571429,132544.428571429
266,"158","01","01","1580101",Valdemanco,Valdemanco,Valdemanco Núcleo,676,"676",20494.5,20993,20494.5,50195.75,55459.5,50195.75,58954.5,57749.5,58954.5,17354.5,17367,17354.5,38923,35403,38923,40812.7916666667,40786.9166666667,40812.7916666667,2296.75,3191,2296.75,4045,5980,4045,4212.75,5633,4212.75,1906,2787,1906,2871.25,3455,2871.25,3257.41666666667,4446.5,3257.41666666667,19996,19996,20993,20993,44932,44932,64286,46633,,,,,,,,,,,,,61324,61324,59935,53594,58995,58995,58780,58689,,,,,17342,17342,17367,17367,45233,39653,35403,35403,1414,1391,3191,3191,2076,2144,7402,4558,,,,,,,,,,,,,2578,2844,5288,5452,2755,2993,5310,6482,,,,,1038,1012,2787,2787,2285,2290,3364,3546,13854282,14191268,13854282,33932327,37490622,33932327,39853242,39038662,39853242,11731642,11740092,11731642,26311948,23932428,26311948,27589447.1666667,27571955.6666667,27589447.1666667,1552603,2157116,1552603,2734420,4042480,2734420,2847819,3807908,2847819,1288456,1884012,1288456,1940965,2335580,1940965,2202013.66666667,3005834,2202013.66666667
267,"015","01","01","0150101",Arroyomolinos,Arroyomolinos,Arroyomolinos Núcleo,15689,"15689",15126,18594,15126,14641.25,15389.5,14641.25,,,,15035,13132,15035,15520.25,15886.5,15520.25,14892.3214285714,15595.7857142857,14892.3214285714,1889,2965,1889,1617.9375,2300.875,1617.9375,,,,1692.5,2398.5,1692.5,1889.75,2755,1889.75,1706.14285714286,2474.57142857143,1706.14285714286,11658,11658,18594,18594,8600,8600,11013,11013,18732,18732,19217,18674,14073,14073,15631,15638,14167,14167,17262,14668,,,,,,,,,,,,,16938,16938,13132,13132,15154,15154,15883,15890,825,801,2965,2965,866,938,1636,1636,1052,1105,2974,2735,963,984,2382,2382,791,781,2557,2105,,,,,,,,,,,,,961,1012,2502,2295,992,1057,2759,2751,237311814,291721266,237311814,229706571.25,241445865.5,229706571.25,,,,235884115,206027948,235884115,243497202.25,249243298.5,243497202.25,233645630.892857,244682282.071429,233645630.892857,29636521,46517885,29636521,25383821.4375,36098427.875,25383821.4375,,,,26553632.5,37630066.5,26553632.5,29648287.75,43223195,29648287.75,26767675.2857143,38823551.1428571,26767675.2857143
268,"054","01","01","0540101","Alcor, El",El Alcor,El Alcor Núcleo,321,"321",10090.5,12035,10090.5,29504,30589,29504,45386,50377.6666666667,45386,5490,6875,5490,10264,13592,10264,27358.0714285714,30603.4285714286,27358.0714285714,1569,2449,1569,3815.25,5699.5,3815.25,3987.75,5591.16666666667,3987.75,936,1573,936,1748.75,2741,1748.75,2861.75,4176.57142857143,2861.75,8146,8146,12035,12035,28419,28419,30848,30330,,,,,,,,,,,,,46111,46111,60764,49020,46028,46028,60567,49177,29044,29044,41369,41369,4105,4105,6875,6875,6936,6936,13592,13592,697,681,2449,2449,1944,1918,6695,4704,,,,,,,,,,,,,2402,3083,5144,5608,2423,3061,5327,5763,1620,1717,6049,5656,297,301,1573,1573,785,728,2741,2741,3239050.5,3863235,3239050.5,9470784,9819069,9470784,14568906,16171231,14568906,1762290,2206875,1762290,3294744,4363032,3294744,8781940.92857143,9823700.57142857,8781940.92857143,503649,786129,503649,1224695.25,1829539.5,1224695.25,1280067.75,1794764.5,1280067.75,300456,504933,300456,561348.75,879861,561348.75,918621.75,1340679.42857143,918621.75
269,"168","01","01","1680101","Espartal, El",El Espartal,El Espartal Núcleo,158,"158",7325.5,6436,7325.5,33351.5,34855,33351.5,47325,47573.5,47325,28484.75,29079.5,28484.75,53491.75,74833.5,53491.75,36217.25,40058.5,36217.25,697,858,697,3507,5275,3507,4329.25,6242.25,4329.25,3462.75,5363,3462.75,5412.75,8928,5412.75,3623,5484.75,3623,8215,8215,6436,6436,31848,31848,34855,34855,,,,,,,,,,,,,48241,48241,45713,45904,45912,45912,50808,47869,,,,,27890,27890,29240,28919,32150,32150,74738,74929,545,527,858,858,1756,1722,5875,4675,,,,,,,,,,,,,2256,2387,5722,5722,2406,2616,6872,6653,,,,,1693,1432,4643,6083,1956,1839,8596,9260,1157429,1016888,1157429,5269537,5507090,5269537,7477350,7516613,7477350,4500590.5,4594561,4500590.5,8451696.5,11823693,8451696.5,5722325.5,6329243,5722325.5,110126,135564,110126,554106,833450,554106,684021.5,986275.5,684021.5,547114.5,847354,547114.5,855214.5,1410624,855214.5,572434,866590.5,572434
270,"015","02","01","0150201","Castañeras, Las",Las Castañeras,Las Castañeras Núcleo,21303,"21303",12977.25,14012.5,12977.25,11137.75,11564,11137.75,,,,8082,8808,8082,9452.25,10139.5,9452.25,10723.2142857143,11316.5714285714,10723.2142857143,1744.25,2666,1744.25,1685.9375,2545.875,1685.9375,,,,1747.25,2493,1747.25,1866.25,2741,1866.25,1728.78571428571,2583.35714285714,1728.78571428571,11942,11942,13906,14119,5453,5453,6779,6538,11612,11612,14983,14199,9065,9065,11397,11163,16716,16716,13847,13606,,,,,,,,,,,,,7356,7356,8898,8718,8765,8765,11649,8630,810,835,2332,3000,559,630,1772,1478,903,958,3110,2770,709,780,2518,2417,998,1071,3328,2974,,,,,,,,,,,,,997,1006,2638,2348,955,1028,2895,2587,276454356.75,298508287.5,276454356.75,237267488.25,246347892,237267488.25,,,,172170846,187636824,172170846,201361281.75,216001768.5,201361281.75,228436633.928571,241076921.142857,228436633.928571,37157757.75,56793798,37157757.75,35915526.5625,54234775.125,35915526.5625,,,,37221666.75,53108379,37221666.75,39756723.75,58391523,39756723.75,36828322.0714286,55033257.2142857,36828322.0714286
271,"015","03","01","0150301",Río Guadarrama,Río Guadarrama,Río Guadarrama Núcleo,284,"284",16020.25,17884.5,16020.25,16767.625,16297.25,16767.625,,,,16520,15763,16520,16806.25,18736.5,16806.25,16631,16796.1428571429,16631,3263,5077,3263,3005.4375,4325.25,3005.4375,,,,3196.25,4746,3196.25,3400,5196,3400,3125.85714285714,4617.14285714286,3125.85714285714,14156,14156,18010,17759,13142,13142,10429,10429,19119,19119,18634,18634,16571,16571,15174,15604,20120,20120,20737,20737,,,,,,,,,,,,,17277,17277,15763,15763,14876,14876,18487,18986,1448,1450,4777,5377,1499,1576,3448,3448,1783,1833,4786,4786,1587,1653,4494,4406,1796,1758,4617,4617,,,,,,,,,,,,,1583,1710,4746,4746,1608,1600,5205,5187,4549751,5079198,4549751,4762005.5,4628419,4762005.5,,,,4691680,4476692,4691680,4772975,5321166,4772975,4723204,4770104.57142857,4723204,926692,1441868,926692,853544.25,1228371,853544.25,,,,907735,1347864,907735,965600,1475664,965600,887743.428571429,1311268.57142857,887743.428571429
272,"057","02","02","0570202",Valle del Río,Valle del Río,Valle del Río Núcleo,12,"12",27240.75,28048.5,27240.75,41216.75,50662.5,41216.75,49311.5,51433.5,49311.5,25412,26974,25412,40573,45759,40573,38844.25,42385.1666666667,38844.25,3775.75,5458.5,3775.75,5828.25,9322.5,5828.25,5799.875,8682.25,5799.875,3882.75,6035,3882.75,5853.75,9305.5,5853.75,5156.70833333333,7914.33333333333,5156.70833333333,26433,26433,29904,26193,31771,31771,58531,42794,,,,,,,,,,,,,48358,48766,50505,47910,46029,45605,47657,59662,,,,,23850,23850,28555,25393,35387,35387,45915,45603,2099,2087,5603,5314,2233,2435,9868,8777,,,,,,,,,,,,,2791,2908,8362,8405,2962,3009,8931,9031,,,,,1746,1715,5645,6425,2308,2496,9240,9371,326889,336582,326889,494601,607950,494601,591738,617202,591738,304944,323688,304944,486876,549108,486876,466131,508622,466131,45309,65502,45309,69939,111870,69939,69598.5,104187,69598.5,46593,72420,46593,70245,111666,70245,61880.5,94972,61880.5
273,"902","04","01","9020401",Manjirón,Manjirón,Manjirón Núcleo,433,"433",75062,98074,75062,57535,60203,57535,71165.25,72235.5,71165.25,7040.5,7164,7040.5,75826,96484,75826,59632.3333333333,67732.6666666667,59632.3333333333,6712,10802,6712,4727.5,7017,4727.5,5674.375,8258.5,5674.375,920.75,1277,920.75,6560.5,10542,6560.5,5044.91666666667,7692.5,5044.91666666667,52050,52050,98074,98074,54867,54867,60203,60203,,,,,,,,,,,,,71260,71260,71253,71253,68930,68930,73218,73218,,,,,6917,6917,7164,7164,55168,55168,96484,96484,2662,2582,10802,10802,2438,2438,7017,7017,,,,,,,,,,,,,2934,3120,7884,7884,3086,3221,8633,8633,,,,,569,560,1277,1277,2580,2578,10542,10542,32501846,42466042,32501846,24912655,26067899,24912655,30814553.25,31277971.5,30814553.25,3048536.5,3102012,3048536.5,32832658,41777572,32832658,25820800.3333333,29328244.6666667,25820800.3333333,2906296,4677266,2906296,2047007.5,3038361,2047007.5,2457004.375,3575930.5,2457004.375,398684.75,552941,398684.75,2840696.5,4564686,2840696.5,2184448.91666667,3330852.5,2184448.91666667
274,"152","04","01","1520401","Estación, La",La Estación,La Estación Núcleo,5773,"5773",9890.5,9370,9890.5,17045.25,17782.5,17045.25,27108.1666666667,27689.6666666667,27108.1666666667,12240.75,10043.5,12240.75,16999.25,17736.5,16999.25,19642.8928571429,19714.5,19642.8928571429,1402.5,1882,1402.5,2393.25,3701,2393.25,2336.16666666667,3111.83333333333,2336.16666666667,1716.25,2583,1716.25,2366,3663,2366,2126.64285714286,3023.5,2126.64285714286,10411,10411,9370,9370,16308,16308,18126,17439,,,,,,,,,,,,,29515,29515,29207,29216,29432,29432,29364,29373,20633,20633,25148,23830,14438,14438,10035,10052,16262,16262,18080,17393,893,953,1882,1882,1091,1080,4200,3202,,,,,,,,,,,,,1465,2012,3126,2582,1504,1992,3281,2737,1104,1286,3805,3140,853,846,2561,2605,1073,1065,4162,3164,57097856.5,54093010,57097856.5,98402228.25,102658372.5,98402228.25,156495446.166667,159852445.666667,156495446.166667,70665849.75,57981125.5,70665849.75,98136670.25,102392814.5,98136670.25,113398420.464286,113811808.5,113398420.464286,8096632.5,10864786,8096632.5,13816232.25,21365873,13816232.25,13486690.1666667,17964613.8333333,13486690.1666667,9907911.25,14911659,9907911.25,13658918,21146499,13658918,12277109.2142857,17454665.5,12277109.2142857
275,"086","01","01","0860101","Molar, El",El Molar,El Molar Núcleo,9435,"9435",29637.5,27145,29637.5,24500,22675,24500,38082.375,34612.25,38082.375,43473.5,53753,43473.5,39095,51564,39095,35478.4583333333,37393.5833333333,35478.4583333333,2800.5,3940,2800.5,1883.75,2457,1883.75,2903.625,3799.25,2903.625,3958.25,6104,3958.25,3813.75,6176.5,3813.75,3043.91666666667,4379.33333333333,3043.91666666667,32130,32130,27145,27145,26325,26325,22675,22675,,,,,,,,,,,,,42717,42717,33724,33536,40388,40388,35689,35500,,,,,33194,33194,55413,52093,26626,26626,40379,62749,1565,1757,4063,3817,1279,1342,2607,2307,,,,,,,,,,,,,1783,2055,3654,3054,1922,2272,4525,3964,,,,,1791,1834,6644,5564,1445,1457,6281,6072,279629812.5,256113075,279629812.5,231157500,213938625,231157500,359307208.125,326566578.75,359307208.125,410172472.5,507159555,410172472.5,368861325,486506340,368861325,334739254.375,352808458.75,334739254.375,26422717.5,37173900,26422717.5,17773181.25,23181795,17773181.25,27395701.875,35845923.75,27395701.875,37346088.75,57591240,37346088.75,35982731.25,58275277.5,35982731.25,28719353.75,41319010,28719353.75
276,"074","06","02","0740602",Cerro del Castañar,Cerro del Castañar,Cerro del Castañar Núcleo,53,"53",7872,10130,7872,7965.375,8114.75,7965.375,,,,5544.75,6668.5,5544.75,9281.5,10663,9281.5,7725.8,8738.2,7725.8,1831.5,3044,1831.5,1541.875,2402.75,1541.875,,,,1748.25,2970.5,1748.25,1987.75,3131.5,1987.75,1730.25,2790.3,1730.25,5614,5614,10006,10254,9657,9657,11007,9058,5975,5975,6197,6197,,,,,,,,,,,,,,,,,,,,,4421,4421,8858,4479,8743,7057,12507,8819,630,608,2965,3123,831,829,3089,2646,534,530,1938,1938,,,,,,,,,,,,,,,,,,,,,527,525,3472,2469,855,833,3400,2863,417216,536890,417216,422164.875,430081.75,422164.875,,,,293871.75,353430.5,293871.75,491919.5,565139,491919.5,409467.4,463124.6,409467.4,97069.5,161332,97069.5,81719.375,127345.75,81719.375,,,,92657.25,157436.5,92657.25,105350.75,165969.5,105350.75,91703.25,147885.9,91703.25
277,"038","03","01","0380301",Puerto de Navacerrada,Puerto de Navacerrada,Puerto de Navacerrada Núcleo,113,"113",26198.25,31100.5,26198.25,26670.25,34101.5,26670.25,59627.6666666667,65648.3333333333,59627.6666666667,20628.25,30789.5,20628.25,26624.25,34055.5,26624.25,39857.7142857143,46713.1428571429,39857.7142857143,2805.25,4114,2805.25,3329.25,5356.5,3329.25,4772.66666666667,6664.33333333333,4772.66666666667,2904.25,5059,2904.25,3301,5318.5,3301,3808.25,5691.57142857143,3808.25,21296,21296,30477,31724,19239,19239,33574,34629,,,,,,,,,,,,,56595,56595,66438,67078,56513,56513,66609,67249,47713,47713,61922,64594,10467,10467,11245,50334,19193,19193,33528,34583,1487,1506,2961,5267,1321,1283,4099,6614,,,,,,,,,,,,,2862,3212,4876,7181,2882,3191,5034,7339,2544,2595,6818,8738,764,735,2403,7715,1303,1264,4061,6576,2960402.25,3514356.5,2960402.25,3013738.25,3853469.5,3013738.25,6737926.33333333,7418261.66666667,6737926.33333333,2330992.25,3479213.5,2330992.25,3008540.25,3848271.5,3008540.25,4503921.71428571,5278585.14285714,4503921.71428571,316993.25,464882,316993.25,376205.25,605284.5,376205.25,539311.333333333,753069.666666667,539311.333333333,328180.25,571667,328180.25,373013,600990.5,373013,430332.25,643147.571428571,430332.25
278,"052","02","01","0520201",Nuevo Chinchón,Nuevo Chinchón,Nuevo Chinchón Núcleo,496,"496",55145.25,84215.5,55145.25,59220.25,71985.5,59220.25,,,,36727,44027,36727,36091,45783,36091,49280.75,63599.3,49280.75,5055.75,8455,5055.75,5103,7691.75,5103,,,,4153.75,6418,4153.75,3572,5582.5,3572,4597.5,7167.8,4597.5,26075,26075,86409,82022,47704,47704,73367,73367,45206,45206,71437,69771,,,,,,,,,,,,,,,,,,,,,29427,29427,44064,43990,26399,26399,45820,45746,1698,1615,8305,8605,2572,2571,7533,7173,2467,2447,8064,7997,,,,,,,,,,,,,,,,,,,,,1919,1860,6879,5957,1574,1549,6108,5057,27352044,41770888,27352044,29373244,35704808,29373244,,,,18216592,21837392,18216592,17901136,22708368,17901136,24443252,31545252.8,24443252,2507652,4193680,2507652,2531088,3815108,2531088,,,,2060260,3183328,2060260,1771712,2768920,1771712,2280360,3555228.8,2280360
279,"052","01","01","0520101",Chinchón,Chinchón,Chinchón Núcleo,4460,"4460",52308.75,76662.5,52308.75,61292.25,74249,61292.25,,,,36326.5,42200,36326.5,34103.5,42492,34103.5,49064.65,61970.5,49064.65,4945.25,8075.5,4945.25,5073.375,7473.75,5073.375,,,,3035.25,4460.5,3035.25,2686,3792,2686,4162.65,6255.1,4162.65,27955,27955,88646,64679,49585,49585,75604,75696,47086,47086,73674,72022,,,,,,,,,,,,,,,,,,,,,34432,26474,46072,38328,25715,25715,42492,42492,1876,1754,8102,8049,2737,2705,7330,6910,2637,2613,7861,7794,,,,,,,,,,,,,,,,,,,,,1627,1593,4714,4207,1590,1570,3792,3792,233297025,341914750,233297025,273363435,331150540,273363435,,,,162016190,188212000,162016190,152101610,189514320,152101610,218828339,276388430,218828339,22055815,36016730,22055815,22627252.5,33332925,22627252.5,,,,13537215,19893830,13537215,11979560,16912320,11979560,18565419,27897746,18565419
280,"132","05","01","1320501",Poblado de Abajo,Poblado de Abajo,Poblado de Abajo Núcleo,36,"36",26735,31452,26735,29303.75,34781,29303.75,,,,41789,62355,41789,25100.75,30520.5,25100.75,30446.45,38777.9,30446.45,2369.5,3569,2369.5,2824.875,4373.25,2824.875,,,,4169.75,7150,4169.75,2563.5,3896,2563.5,2950.5,4672.3,2950.5,22018,22018,25463,37441,25076,25076,43334,29969,22577,22577,41243,24578,,,,,,,,,,,,,,,,,,,,,21223,21223,72292,52418,19681,19681,35964,25077,1212,1128,3749,3389,1336,1304,4351,4150,1274,1192,4567,4425,,,,,,,,,,,,,,,,,,,,,1197,1182,8071,6229,1260,1202,3869,3923,962460,1132272,962460,1054935,1252116,1054935,,,,1504404,2244780,1504404,903627,1098738,903627,1096072.2,1396004.4,1096072.2,85302,128484,85302,101695.5,157437,101695.5,,,,150111,257400,150111,92286,140256,92286,106218,168202.8,106218
281,"132","05","02","1320502",Poblado de Arriba,Poblado de Arriba,Poblado de Arriba Núcleo,122,"122",26379.25,31885.5,26379.25,28947.75,35214.5,28947.75,,,,42602.75,62788.5,42602.75,24745,30954,24745,30324.5,39211.4,30324.5,2518.75,3923,2518.75,2972.125,4727.25,2972.125,,,,4418.75,7504,4418.75,2715.25,4250,2715.25,3119.4,5026.3,3119.4,20873,20873,26657,37114,23930,23930,44528,29642,21432,21432,42437,24251,,,,,,,,,,,,,,,,,,,,,22417,22417,73486,52091,18536,18536,37158,24750,1143,1086,4163,3683,1260,1263,4765,4444,1191,1154,4981,4719,,,,,,,,,,,,,,,,,,,,,1333,1334,8485,6523,1191,1170,4283,4217,3218268.5,3890031,3218268.5,3531625.5,4296169,3531625.5,,,,5197535.5,7660197,5197535.5,3018890,3776388,3018890,3699589,4783790.8,3699589,307287.5,478606,307287.5,362599.25,576724.5,362599.25,,,,539087.5,915488,539087.5,331260.5,518500,331260.5,380566.8,613208.6,380566.8
282,"099","03","01","0990301",San Juan,San Juan,San Juan Núcleo,84,"84",53898,65019,53898,49519.6875,50560.375,49519.6875,,,,9175,9984,9175,48859.5,54927,48859.5,44287.3214285714,47453.0714285714,44287.3214285714,4052,6002,4052,3577.5625,4782.875,3577.5625,,,,1255,1988,1255,4178.25,6227.5,4178.25,3399.35714285714,4764.14285714286,3399.35714285714,42777,42777,69144,60894,45064,45064,49065,45109,51683,51683,51452,47005,44662,44662,48950,43567,52507,52507,65096,54239,,,,,,,,,,,,,8366,8366,9984,9984,42792,42792,48174,61680,2120,2084,6252,5752,2381,2323,5066,4548,2404,2405,4348,3918,2319,2280,5324,3271,2445,2421,6260,5528,,,,,,,,,,,,,512,532,1585,2391,2152,2106,6327,6128,4527432,5461596,4527432,4159653.75,4247071.5,4159653.75,,,,770700,838656,770700,4104198,4613868,4104198,3720135,3986058,3720135,340368,504168,340368,300515.25,401761.5,300515.25,,,,105420,166992,105420,350973,523110,350973,285546,400188,285546
